background_cell_count,false_alarm_count,hit_count,input_type,mask_name,measured_pfa,pd,protocol,sir_name,source_sequence,split_definition,target_count,target_pfa,target_sir_db,test_frame_count,threshold_source
6735,2,2,interfered,narrow,0.0002969561989606533,0.0032626427406199023,B_fixed_pfa_recalibrated,severe,2019_05_09_bm1s007,cfar_margin,613,0.001,-10.0,124,input_specific_validation_background
7549,11,0,interfered,narrow,0.0014571466419393297,0.0,B_fixed_pfa_recalibrated,severe,2019_05_09_cm1s003,cfar_margin,564,0.001,-10.0,124,input_specific_validation_background
7094,4,0,interfered,narrow,0.000563856780377784,0.0,B_fixed_pfa_recalibrated,severe,2019_05_09_mlms003,cfar_margin,640,0.001,-10.0,103,input_specific_validation_background
10839,134,168,clean,default,0.012362764092628471,0.6222222222222222,A_clean_threshold,,2019_04_30_mlms000,clean_peak_percentile,270,0.01,,120,clean_validation_background
10760,178,196,clean,default,0.01654275092936803,0.632258064516129,A_clean_threshold,,2019_04_30_mlms001,clean_peak_percentile,310,0.01,,129,clean_validation_background
5559,101,475,clean,default,0.01816873538406188,0.7748776508972267,A_clean_threshold,,2019_05_09_bm1s007,clean_peak_percentile,613,0.01,,124,clean_validation_background
5818,0,563,clean,default,0.0,0.99822695035461,A_clean_threshold,,2019_05_09_cm1s003,clean_peak_percentile,564,0.01,,124,clean_validation_background
6609,6,508,clean,default,0.0009078529278256923,0.79375,A_clean_threshold,,2019_05_09_mlms003,clean_peak_percentile,640,0.01,,103,clean_validation_background
10839,158,168,interfered,default,0.014576990497278347,0.6222222222222222,A_clean_threshold,light,2019_04_30_mlms000,clean_peak_percentile,270,0.01,10.0,120,clean_validation_background
10760,205,196,interfered,default,0.019052044609665426,0.632258064516129,A_clean_threshold,light,2019_04_30_mlms001,clean_peak_percentile,310,0.01,10.0,129,clean_validation_background
5559,133,475,interfered,default,0.023925166396833963,0.7748776508972267,A_clean_threshold,light,2019_05_09_bm1s007,clean_peak_percentile,613,0.01,10.0,124,clean_validation_background
5818,57,563,interfered,default,0.00979718116191131,0.99822695035461,A_clean_threshold,light,2019_05_09_cm1s003,clean_peak_percentile,564,0.01,10.0,124,clean_validation_background
6609,34,507,interfered,default,0.005144499924345589,0.7921875,A_clean_threshold,light,2019_05_09_mlms003,clean_peak_percentile,640,0.01,10.0,103,clean_validation_background
10839,235,166,interfered,default,0.021680966878863363,0.6148148148148148,A_clean_threshold,medium,2019_04_30_mlms000,clean_peak_percentile,270,0.01,0.0,120,clean_validation_background
10760,269,194,interfered,default,0.025,0.6258064516129033,A_clean_threshold,medium,2019_04_30_mlms001,clean_peak_percentile,310,0.01,0.0,129,clean_validation_background
5559,175,463,interfered,default,0.03148048210109732,0.7553017944535073,A_clean_threshold,medium,2019_05_09_bm1s007,clean_peak_percentile,613,0.01,0.0,124,clean_validation_background
5818,129,563,interfered,default,0.022172567892746648,0.99822695035461,A_clean_threshold,medium,2019_05_09_cm1s003,clean_peak_percentile,564,0.01,0.0,124,clean_validation_background
6609,84,493,interfered,default,0.01270994098955969,0.7703125,A_clean_threshold,medium,2019_05_09_mlms003,clean_peak_percentile,640,0.01,0.0,103,clean_validation_background
10839,223,154,interfered,default,0.020573853676538426,0.5703703703703704,A_clean_threshold,severe,2019_04_30_mlms000,clean_peak_percentile,270,0.01,-10.0,120,clean_validation_background
10760,229,179,interfered,default,0.021282527881040892,0.5774193548387097,A_clean_threshold,severe,2019_04_30_mlms001,clean_peak_percentile,310,0.01,-10.0,129,clean_validation_background
5559,136,402,interfered,default,0.024464831804281346,0.6557911908646004,A_clean_threshold,severe,2019_05_09_bm1s007,clean_peak_percentile,613,0.01,-10.0,124,clean_validation_background
5818,133,562,interfered,default,0.022860089377793057,0.9964539007092199,A_clean_threshold,severe,2019_05_09_cm1s003,clean_peak_percentile,564,0.01,-10.0,124,clean_validation_background
6609,100,480,interfered,default,0.015130882130428205,0.75,A_clean_threshold,severe,2019_05_09_mlms003,clean_peak_percentile,640,0.01,-10.0,103,clean_validation_background
10839,134,168,clean,default,0.012362764092628471,0.6222222222222222,B_fixed_pfa_recalibrated,,2019_04_30_mlms000,clean_peak_percentile,270,0.01,,120,input_specific_validation_background
10760,178,196,clean,default,0.01654275092936803,0.632258064516129,B_fixed_pfa_recalibrated,,2019_04_30_mlms001,clean_peak_percentile,310,0.01,,129,input_specific_validation_background
5559,101,475,clean,default,0.01816873538406188,0.7748776508972267,B_fixed_pfa_recalibrated,,2019_05_09_bm1s007,clean_peak_percentile,613,0.01,,124,input_specific_validation_background
5818,0,563,clean,default,0.0,0.99822695035461,B_fixed_pfa_recalibrated,,2019_05_09_cm1s003,clean_peak_percentile,564,0.01,,124,input_specific_validation_background
6609,6,508,clean,default,0.0009078529278256923,0.79375,B_fixed_pfa_recalibrated,,2019_05_09_mlms003,clean_peak_percentile,640,0.01,,103,input_specific_validation_background
10839,133,159,interfered,default,0.012270504659101393,0.5888888888888889,B_fixed_pfa_recalibrated,light,2019_04_30_mlms000,clean_peak_percentile,270,0.01,10.0,120,input_specific_validation_background
10760,146,179,interfered,default,0.013568773234200743,0.5774193548387097,B_fixed_pfa_recalibrated,light,2019_04_30_mlms001,clean_peak_percentile,310,0.01,10.0,129,input_specific_validation_background
5559,76,422,interfered,default,0.013671523655333693,0.6884176182707994,B_fixed_pfa_recalibrated,light,2019_05_09_bm1s007,clean_peak_percentile,613,0.01,10.0,124,input_specific_validation_background
5818,48,562,interfered,default,0.008250257820556892,0.9964539007092199,B_fixed_pfa_recalibrated,light,2019_05_09_cm1s003,clean_peak_percentile,564,0.01,10.0,124,input_specific_validation_background
6609,25,496,interfered,default,0.003782720532607051,0.775,B_fixed_pfa_recalibrated,light,2019_05_09_mlms003,clean_peak_percentile,640,0.01,10.0,103,input_specific_validation_background
10839,78,107,interfered,default,0.0071962358151120955,0.3962962962962963,B_fixed_pfa_recalibrated,medium,2019_04_30_mlms000,clean_peak_percentile,270,0.01,0.0,120,input_specific_validation_background
10760,91,111,interfered,default,0.00845724907063197,0.3580645161290323,B_fixed_pfa_recalibrated,medium,2019_04_30_mlms001,clean_peak_percentile,310,0.01,0.0,129,input_specific_validation_background
5559,69,138,interfered,default,0.0124123043712898,0.22512234910277323,B_fixed_pfa_recalibrated,medium,2019_05_09_bm1s007,clean_peak_percentile,613,0.01,0.0,124,input_specific_validation_background
5818,105,539,interfered,default,0.018047438982468203,0.9556737588652482,B_fixed_pfa_recalibrated,medium,2019_05_09_cm1s003,clean_peak_percentile,564,0.01,0.0,124,input_specific_validation_background
6609,65,460,interfered,default,0.009835073384778332,0.71875,B_fixed_pfa_recalibrated,medium,2019_05_09_mlms003,clean_peak_percentile,640,0.01,0.0,103,input_specific_validation_background
10839,79,13,interfered,default,0.007288495248639173,0.04814814814814815,B_fixed_pfa_recalibrated,severe,2019_04_30_mlms000,clean_peak_percentile,270,0.01,-10.0,120,input_specific_validation_background
10760,78,13,interfered,default,0.00724907063197026,0.041935483870967745,B_fixed_pfa_recalibrated,severe,2019_04_30_mlms001,clean_peak_percentile,310,0.01,-10.0,129,input_specific_validation_background
5559,68,33,interfered,default,0.012232415902140673,0.053833605220228384,B_fixed_pfa_recalibrated,severe,2019_05_09_bm1s007,clean_peak_percentile,613,0.01,-10.0,124,input_specific_validation_background
5818,91,298,interfered,default,0.015641113784805774,0.5283687943262412,B_fixed_pfa_recalibrated,severe,2019_05_09_cm1s003,clean_peak_percentile,564,0.01,-10.0,124,input_specific_validation_background
6609,63,239,interfered,default,0.009532455742169769,0.3734375,B_fixed_pfa_recalibrated,severe,2019_05_09_mlms003,clean_peak_percentile,640,0.01,-10.0,103,input_specific_validation_background
10839,14,131,clean,default,0.001291632069379094,0.48518518518518516,A_clean_threshold,,2019_04_30_mlms000,clean_peak_percentile,270,0.001,,120,clean_validation_background
10760,26,142,clean,default,0.0024163568773234202,0.45806451612903226,A_clean_threshold,,2019_04_30_mlms001,clean_peak_percentile,310,0.001,,129,clean_validation_background
5559,6,217,clean,default,0.0010793308148947653,0.3539967373572594,A_clean_threshold,,2019_05_09_bm1s007,clean_peak_percentile,613,0.001,,124,clean_validation_background
5818,0,554,clean,default,0.0,0.9822695035460993,A_clean_threshold,,2019_05_09_cm1s003,clean_peak_percentile,564,0.001,,124,clean_validation_background
6609,0,479,clean,default,0.0,0.7484375,A_clean_threshold,,2019_05_09_mlms003,clean_peak_percentile,640,0.001,,103,clean_validation_background
10839,18,131,interfered,default,0.0016606698034874066,0.48518518518518516,A_clean_threshold,light,2019_04_30_mlms000,clean_peak_percentile,270,0.001,10.0,120,clean_validation_background
10760,32,142,interfered,default,0.002973977695167286,0.45806451612903226,A_clean_threshold,light,2019_04_30_mlms001,clean_peak_percentile,310,0.001,10.0,129,clean_validation_background
5559,19,216,interfered,default,0.0034178809138334233,0.3523654159869494,A_clean_threshold,light,2019_05_09_bm1s007,clean_peak_percentile,613,0.001,10.0,124,clean_validation_background
5818,28,554,interfered,default,0.0048126503953248535,0.9822695035460993,A_clean_threshold,light,2019_05_09_cm1s003,clean_peak_percentile,564,0.001,10.0,124,clean_validation_background
6609,13,478,interfered,default,0.0019670146769556664,0.746875,A_clean_threshold,light,2019_05_09_mlms003,clean_peak_percentile,640,0.001,10.0,103,clean_validation_background
10839,96,130,interfered,default,0.008856905618599501,0.48148148148148145,A_clean_threshold,medium,2019_04_30_mlms000,clean_peak_percentile,270,0.001,0.0,120,clean_validation_background
10760,111,141,interfered,default,0.010315985130111524,0.45483870967741935,A_clean_threshold,medium,2019_04_30_mlms001,clean_peak_percentile,310,0.001,0.0,129,clean_validation_background
5559,79,203,interfered,default,0.014211189062781076,0.33115823817292006,A_clean_threshold,medium,2019_05_09_bm1s007,clean_peak_percentile,613,0.001,0.0,124,clean_validation_background
5818,113,554,interfered,default,0.019422481952561018,0.9822695035460993,A_clean_threshold,medium,2019_05_09_cm1s003,clean_peak_percentile,564,0.001,0.0,124,clean_validation_background
6609,69,464,interfered,default,0.01044030866999546,0.725,A_clean_threshold,medium,2019_05_09_mlms003,clean_peak_percentile,640,0.001,0.0,103,clean_validation_background
10839,120,111,interfered,default,0.011071132023249377,0.4111111111111111,A_clean_threshold,severe,2019_04_30_mlms000,clean_peak_percentile,270,0.001,-10.0,120,clean_validation_background
10760,130,124,interfered,default,0.012081784386617101,0.4,A_clean_threshold,severe,2019_04_30_mlms001,clean_peak_percentile,310,0.001,-10.0,129,clean_validation_background
5559,112,129,interfered,default,0.020147508544702285,0.21044045676998369,A_clean_threshold,severe,2019_05_09_bm1s007,clean_peak_percentile,613,0.001,-10.0,124,clean_validation_background
5818,128,495,interfered,default,0.022000687521485048,0.8776595744680851,A_clean_threshold,severe,2019_05_09_cm1s003,clean_peak_percentile,564,0.001,-10.0,124,clean_validation_background
6609,91,454,interfered,default,0.013769102738689665,0.709375,A_clean_threshold,severe,2019_05_09_mlms003,clean_peak_percentile,640,0.001,-10.0,103,clean_validation_background
10839,14,131,clean,default,0.001291632069379094,0.48518518518518516,B_fixed_pfa_recalibrated,,2019_04_30_mlms000,clean_peak_percentile,270,0.001,,120,input_specific_validation_background
10760,26,142,clean,default,0.0024163568773234202,0.45806451612903226,B_fixed_pfa_recalibrated,,2019_04_30_mlms001,clean_peak_percentile,310,0.001,,129,input_specific_validation_background
5559,6,217,clean,default,0.0010793308148947653,0.3539967373572594,B_fixed_pfa_recalibrated,,2019_05_09_bm1s007,clean_peak_percentile,613,0.001,,124,input_specific_validation_background
5818,0,554,clean,default,0.0,0.9822695035460993,B_fixed_pfa_recalibrated,,2019_05_09_cm1s003,clean_peak_percentile,564,0.001,,124,input_specific_validation_background
6609,0,479,clean,default,0.0,0.7484375,B_fixed_pfa_recalibrated,,2019_05_09_mlms003,clean_peak_percentile,640,0.001,,103,input_specific_validation_background
10839,2,103,interfered,default,0.00018451886705415628,0.3814814814814815,B_fixed_pfa_recalibrated,light,2019_04_30_mlms000,clean_peak_percentile,270,0.001,10.0,120,input_specific_validation_background
10760,3,91,interfered,default,0.0002788104089219331,0.29354838709677417,B_fixed_pfa_recalibrated,light,2019_04_30_mlms001,clean_peak_percentile,310,0.001,10.0,129,input_specific_validation_background
5559,6,123,interfered,default,0.0010793308148947653,0.200652528548124,B_fixed_pfa_recalibrated,light,2019_05_09_bm1s007,clean_peak_percentile,613,0.001,10.0,124,input_specific_validation_background
5818,17,455,interfered,default,0.002921966311447233,0.8067375886524822,B_fixed_pfa_recalibrated,light,2019_05_09_cm1s003,clean_peak_percentile,564,0.001,10.0,124,input_specific_validation_background
6609,4,465,interfered,default,0.0006052352852171282,0.7265625,B_fixed_pfa_recalibrated,light,2019_05_09_mlms003,clean_peak_percentile,640,0.001,10.0,103,input_specific_validation_background
10839,1,16,interfered,default,9.225943352707814e-05,0.05925925925925926,B_fixed_pfa_recalibrated,medium,2019_04_30_mlms000,clean_peak_percentile,270,0.001,0.0,120,input_specific_validation_background
10760,4,9,interfered,default,0.0003717472118959108,0.02903225806451613,B_fixed_pfa_recalibrated,medium,2019_04_30_mlms001,clean_peak_percentile,310,0.001,0.0,129,input_specific_validation_background
5559,4,39,interfered,default,0.0007195538765965102,0.0636215334420881,B_fixed_pfa_recalibrated,medium,2019_05_09_bm1s007,clean_peak_percentile,613,0.001,0.0,124,input_specific_validation_background
5818,28,256,interfered,default,0.0048126503953248535,0.45390070921985815,B_fixed_pfa_recalibrated,medium,2019_05_09_cm1s003,clean_peak_percentile,564,0.001,0.0,124,input_specific_validation_background
6609,9,220,interfered,default,0.0013617793917385383,0.34375,B_fixed_pfa_recalibrated,medium,2019_05_09_mlms003,clean_peak_percentile,640,0.001,0.0,103,input_specific_validation_background
10839,9,0,interfered,default,0.0008303349017437033,0.0,B_fixed_pfa_recalibrated,severe,2019_04_30_mlms000,clean_peak_percentile,270,0.001,-10.0,120,input_specific_validation_background
10760,4,0,interfered,default,0.0003717472118959108,0.0,B_fixed_pfa_recalibrated,severe,2019_04_30_mlms001,clean_peak_percentile,310,0.001,-10.0,129,input_specific_validation_background
5559,1,2,interfered,default,0.00017988846914912754,0.0032626427406199023,B_fixed_pfa_recalibrated,severe,2019_05_09_bm1s007,clean_peak_percentile,613,0.001,-10.0,124,input_specific_validation_background
5818,9,0,interfered,default,0.0015469233413544173,0.0,B_fixed_pfa_recalibrated,severe,2019_05_09_cm1s003,clean_peak_percentile,564,0.001,-10.0,124,input_specific_validation_background
6609,3,0,interfered,default,0.00045392646391284613,0.0,B_fixed_pfa_recalibrated,severe,2019_05_09_mlms003,clean_peak_percentile,640,0.001,-10.0,103,input_specific_validation_background
10839,134,168,clean,default,0.012362764092628471,0.6222222222222222,A_clean_threshold,,2019_04_30_mlms000,cfar_margin,270,0.01,,120,clean_validation_background
10760,178,196,clean,default,0.01654275092936803,0.632258064516129,A_clean_threshold,,2019_04_30_mlms001,cfar_margin,310,0.01,,129,clean_validation_background
5559,101,475,clean,default,0.01816873538406188,0.7748776508972267,A_clean_threshold,,2019_05_09_bm1s007,cfar_margin,613,0.01,,124,clean_validation_background
5818,0,563,clean,default,0.0,0.99822695035461,A_clean_threshold,,2019_05_09_cm1s003,cfar_margin,564,0.01,,124,clean_validation_background
6609,6,508,clean,default,0.0009078529278256923,0.79375,A_clean_threshold,,2019_05_09_mlms003,cfar_margin,640,0.01,,103,clean_validation_background
10839,158,168,interfered,default,0.014576990497278347,0.6222222222222222,A_clean_threshold,light,2019_04_30_mlms000,cfar_margin,270,0.01,10.0,120,clean_validation_background
10760,205,196,interfered,default,0.019052044609665426,0.632258064516129,A_clean_threshold,light,2019_04_30_mlms001,cfar_margin,310,0.01,10.0,129,clean_validation_background
5559,133,475,interfered,default,0.023925166396833963,0.7748776508972267,A_clean_threshold,light,2019_05_09_bm1s007,cfar_margin,613,0.01,10.0,124,clean_validation_background
5818,57,563,interfered,default,0.00979718116191131,0.99822695035461,A_clean_threshold,light,2019_05_09_cm1s003,cfar_margin,564,0.01,10.0,124,clean_validation_background
6609,34,507,interfered,default,0.005144499924345589,0.7921875,A_clean_threshold,light,2019_05_09_mlms003,cfar_margin,640,0.01,10.0,103,clean_validation_background
10839,235,166,interfered,default,0.021680966878863363,0.6148148148148148,A_clean_threshold,medium,2019_04_30_mlms000,cfar_margin,270,0.01,0.0,120,clean_validation_background
10760,269,194,interfered,default,0.025,0.6258064516129033,A_clean_threshold,medium,2019_04_30_mlms001,cfar_margin,310,0.01,0.0,129,clean_validation_background
5559,175,463,interfered,default,0.03148048210109732,0.7553017944535073,A_clean_threshold,medium,2019_05_09_bm1s007,cfar_margin,613,0.01,0.0,124,clean_validation_background
5818,129,563,interfered,default,0.022172567892746648,0.99822695035461,A_clean_threshold,medium,2019_05_09_cm1s003,cfar_margin,564,0.01,0.0,124,clean_validation_background
6609,84,493,interfered,default,0.01270994098955969,0.7703125,A_clean_threshold,medium,2019_05_09_mlms003,cfar_margin,640,0.01,0.0,103,clean_validation_background
10839,223,154,interfered,default,0.020573853676538426,0.5703703703703704,A_clean_threshold,severe,2019_04_30_mlms000,cfar_margin,270,0.01,-10.0,120,clean_validation_background
10760,229,179,interfered,default,0.021282527881040892,0.5774193548387097,A_clean_threshold,severe,2019_04_30_mlms001,cfar_margin,310,0.01,-10.0,129,clean_validation_background
5559,136,402,interfered,default,0.024464831804281346,0.6557911908646004,A_clean_threshold,severe,2019_05_09_bm1s007,cfar_margin,613,0.01,-10.0,124,clean_validation_background
5818,133,562,interfered,default,0.022860089377793057,0.9964539007092199,A_clean_threshold,severe,2019_05_09_cm1s003,cfar_margin,564,0.01,-10.0,124,clean_validation_background
6609,100,480,interfered,default,0.015130882130428205,0.75,A_clean_threshold,severe,2019_05_09_mlms003,cfar_margin,640,0.01,-10.0,103,clean_validation_background
10839,134,168,clean,default,0.012362764092628471,0.6222222222222222,B_fixed_pfa_recalibrated,,2019_04_30_mlms000,cfar_margin,270,0.01,,120,input_specific_validation_background
10760,178,196,clean,default,0.01654275092936803,0.632258064516129,B_fixed_pfa_recalibrated,,2019_04_30_mlms001,cfar_margin,310,0.01,,129,input_specific_validation_background
5559,101,475,clean,default,0.01816873538406188,0.7748776508972267,B_fixed_pfa_recalibrated,,2019_05_09_bm1s007,cfar_margin,613,0.01,,124,input_specific_validation_background
5818,0,563,clean,default,0.0,0.99822695035461,B_fixed_pfa_recalibrated,,2019_05_09_cm1s003,cfar_margin,564,0.01,,124,input_specific_validation_background
6609,6,508,clean,default,0.0009078529278256923,0.79375,B_fixed_pfa_recalibrated,,2019_05_09_mlms003,cfar_margin,640,0.01,,103,input_specific_validation_background
10839,133,159,interfered,default,0.012270504659101393,0.5888888888888889,B_fixed_pfa_recalibrated,light,2019_04_30_mlms000,cfar_margin,270,0.01,10.0,120,input_specific_validation_background
10760,146,179,interfered,default,0.013568773234200743,0.5774193548387097,B_fixed_pfa_recalibrated,light,2019_04_30_mlms001,cfar_margin,310,0.01,10.0,129,input_specific_validation_background
5559,76,422,interfered,default,0.013671523655333693,0.6884176182707994,B_fixed_pfa_recalibrated,light,2019_05_09_bm1s007,cfar_margin,613,0.01,10.0,124,input_specific_validation_background
5818,48,562,interfered,default,0.008250257820556892,0.9964539007092199,B_fixed_pfa_recalibrated,light,2019_05_09_cm1s003,cfar_margin,564,0.01,10.0,124,input_specific_validation_background
6609,25,496,interfered,default,0.003782720532607051,0.775,B_fixed_pfa_recalibrated,light,2019_05_09_mlms003,cfar_margin,640,0.01,10.0,103,input_specific_validation_background
10839,78,107,interfered,default,0.0071962358151120955,0.3962962962962963,B_fixed_pfa_recalibrated,medium,2019_04_30_mlms000,cfar_margin,270,0.01,0.0,120,input_specific_validation_background
10760,91,111,interfered,default,0.00845724907063197,0.3580645161290323,B_fixed_pfa_recalibrated,medium,2019_04_30_mlms001,cfar_margin,310,0.01,0.0,129,input_specific_validation_background
5559,69,138,interfered,default,0.0124123043712898,0.22512234910277323,B_fixed_pfa_recalibrated,medium,2019_05_09_bm1s007,cfar_margin,613,0.01,0.0,124,input_specific_validation_background
5818,105,539,interfered,default,0.018047438982468203,0.9556737588652482,B_fixed_pfa_recalibrated,medium,2019_05_09_cm1s003,cfar_margin,564,0.01,0.0,124,input_specific_validation_background
6609,65,460,interfered,default,0.009835073384778332,0.71875,B_fixed_pfa_recalibrated,medium,2019_05_09_mlms003,cfar_margin,640,0.01,0.0,103,input_specific_validation_background
10839,79,13,interfered,default,0.007288495248639173,0.04814814814814815,B_fixed_pfa_recalibrated,severe,2019_04_30_mlms000,cfar_margin,270,0.01,-10.0,120,input_specific_validation_background
10760,78,13,interfered,default,0.00724907063197026,0.041935483870967745,B_fixed_pfa_recalibrated,severe,2019_04_30_mlms001,cfar_margin,310,0.01,-10.0,129,input_specific_validation_background
5559,68,33,interfered,default,0.012232415902140673,0.053833605220228384,B_fixed_pfa_recalibrated,severe,2019_05_09_bm1s007,cfar_margin,613,0.01,-10.0,124,input_specific_validation_background
5818,91,298,interfered,default,0.015641113784805774,0.5283687943262412,B_fixed_pfa_recalibrated,severe,2019_05_09_cm1s003,cfar_margin,564,0.01,-10.0,124,input_specific_validation_background
6609,63,239,interfered,default,0.009532455742169769,0.3734375,B_fixed_pfa_recalibrated,severe,2019_05_09_mlms003,cfar_margin,640,0.01,-10.0,103,input_specific_validation_background
10839,14,131,clean,default,0.001291632069379094,0.48518518518518516,A_clean_threshold,,2019_04_30_mlms000,cfar_margin,270,0.001,,120,clean_validation_background
10760,26,142,clean,default,0.0024163568773234202,0.45806451612903226,A_clean_threshold,,2019_04_30_mlms001,cfar_margin,310,0.001,,129,clean_validation_background
5559,6,217,clean,default,0.0010793308148947653,0.3539967373572594,A_clean_threshold,,2019_05_09_bm1s007,cfar_margin,613,0.001,,124,clean_validation_background
5818,0,554,clean,default,0.0,0.9822695035460993,A_clean_threshold,,2019_05_09_cm1s003,cfar_margin,564,0.001,,124,clean_validation_background
6609,0,479,clean,default,0.0,0.7484375,A_clean_threshold,,2019_05_09_mlms003,cfar_margin,640,0.001,,103,clean_validation_background
10839,18,131,interfered,default,0.0016606698034874066,0.48518518518518516,A_clean_threshold,light,2019_04_30_mlms000,cfar_margin,270,0.001,10.0,120,clean_validation_background
10760,32,142,interfered,default,0.002973977695167286,0.45806451612903226,A_clean_threshold,light,2019_04_30_mlms001,cfar_margin,310,0.001,10.0,129,clean_validation_background
5559,19,216,interfered,default,0.0034178809138334233,0.3523654159869494,A_clean_threshold,light,2019_05_09_bm1s007,cfar_margin,613,0.001,10.0,124,clean_validation_background
5818,28,554,interfered,default,0.0048126503953248535,0.9822695035460993,A_clean_threshold,light,2019_05_09_cm1s003,cfar_margin,564,0.001,10.0,124,clean_validation_background
6609,13,478,interfered,default,0.0019670146769556664,0.746875,A_clean_threshold,light,2019_05_09_mlms003,cfar_margin,640,0.001,10.0,103,clean_validation_background
10839,96,130,interfered,default,0.008856905618599501,0.48148148148148145,A_clean_threshold,medium,2019_04_30_mlms000,cfar_margin,270,0.001,0.0,120,clean_validation_background
10760,111,141,interfered,default,0.010315985130111524,0.45483870967741935,A_clean_threshold,medium,2019_04_30_mlms001,cfar_margin,310,0.001,0.0,129,clean_validation_background
5559,79,203,interfered,default,0.014211189062781076,0.33115823817292006,A_clean_threshold,medium,2019_05_09_bm1s007,cfar_margin,613,0.001,0.0,124,clean_validation_background
5818,113,554,interfered,default,0.019422481952561018,0.9822695035460993,A_clean_threshold,medium,2019_05_09_cm1s003,cfar_margin,564,0.001,0.0,124,clean_validation_background
6609,69,464,interfered,default,0.01044030866999546,0.725,A_clean_threshold,medium,2019_05_09_mlms003,cfar_margin,640,0.001,0.0,103,clean_validation_background
10839,120,111,interfered,default,0.011071132023249377,0.4111111111111111,A_clean_threshold,severe,2019_04_30_mlms000,cfar_margin,270,0.001,-10.0,120,clean_validation_background
10760,130,124,interfered,default,0.012081784386617101,0.4,A_clean_threshold,severe,2019_04_30_mlms001,cfar_margin,310,0.001,-10.0,129,clean_validation_background
5559,112,129,interfered,default,0.020147508544702285,0.21044045676998369,A_clean_threshold,severe,2019_05_09_bm1s007,cfar_margin,613,0.001,-10.0,124,clean_validation_background
5818,128,495,interfered,default,0.022000687521485048,0.8776595744680851,A_clean_threshold,severe,2019_05_09_cm1s003,cfar_margin,564,0.001,-10.0,124,clean_validation_background
6609,91,454,interfered,default,0.013769102738689665,0.709375,A_clean_threshold,severe,2019_05_09_mlms003,cfar_margin,640,0.001,-10.0,103,clean_validation_background
10839,14,131,clean,default,0.001291632069379094,0.48518518518518516,B_fixed_pfa_recalibrated,,2019_04_30_mlms000,cfar_margin,270,0.001,,120,input_specific_validation_background
10760,26,142,clean,default,0.0024163568773234202,0.45806451612903226,B_fixed_pfa_recalibrated,,2019_04_30_mlms001,cfar_margin,310,0.001,,129,input_specific_validation_background
5559,6,217,clean,default,0.0010793308148947653,0.3539967373572594,B_fixed_pfa_recalibrated,,2019_05_09_bm1s007,cfar_margin,613,0.001,,124,input_specific_validation_background
5818,0,554,clean,default,0.0,0.9822695035460993,B_fixed_pfa_recalibrated,,2019_05_09_cm1s003,cfar_margin,564,0.001,,124,input_specific_validation_background
6609,0,479,clean,default,0.0,0.7484375,B_fixed_pfa_recalibrated,,2019_05_09_mlms003,cfar_margin,640,0.001,,103,input_specific_validation_background
10839,2,103,interfered,default,0.00018451886705415628,0.3814814814814815,B_fixed_pfa_recalibrated,light,2019_04_30_mlms000,cfar_margin,270,0.001,10.0,120,input_specific_validation_background
10760,3,91,interfered,default,0.0002788104089219331,0.29354838709677417,B_fixed_pfa_recalibrated,light,2019_04_30_mlms001,cfar_margin,310,0.001,10.0,129,input_specific_validation_background
5559,6,123,interfered,default,0.0010793308148947653,0.200652528548124,B_fixed_pfa_recalibrated,light,2019_05_09_bm1s007,cfar_margin,613,0.001,10.0,124,input_specific_validation_background
5818,17,455,interfered,default,0.002921966311447233,0.8067375886524822,B_fixed_pfa_recalibrated,light,2019_05_09_cm1s003,cfar_margin,564,0.001,10.0,124,input_specific_validation_background
6609,4,465,interfered,default,0.0006052352852171282,0.7265625,B_fixed_pfa_recalibrated,light,2019_05_09_mlms003,cfar_margin,640,0.001,10.0,103,input_specific_validation_background
10839,1,16,interfered,default,9.225943352707814e-05,0.05925925925925926,B_fixed_pfa_recalibrated,medium,2019_04_30_mlms000,cfar_margin,270,0.001,0.0,120,input_specific_validation_background
10760,4,9,interfered,default,0.0003717472118959108,0.02903225806451613,B_fixed_pfa_recalibrated,medium,2019_04_30_mlms001,cfar_margin,310,0.001,0.0,129,input_specific_validation_background
5559,4,39,interfered,default,0.0007195538765965102,0.0636215334420881,B_fixed_pfa_recalibrated,medium,2019_05_09_bm1s007,cfar_margin,613,0.001,0.0,124,input_specific_validation_background
5818,28,256,interfered,default,0.0048126503953248535,0.45390070921985815,B_fixed_pfa_recalibrated,medium,2019_05_09_cm1s003,cfar_margin,564,0.001,0.0,124,input_specific_validation_background
6609,9,220,interfered,default,0.0013617793917385383,0.34375,B_fixed_pfa_recalibrated,medium,2019_05_09_mlms003,cfar_margin,640,0.001,0.0,103,input_specific_validation_background
10839,9,0,interfered,default,0.0008303349017437033,0.0,B_fixed_pfa_recalibrated,severe,2019_04_30_mlms000,cfar_margin,270,0.001,-10.0,120,input_specific_validation_background
10760,4,0,interfered,default,0.0003717472118959108,0.0,B_fixed_pfa_recalibrated,severe,2019_04_30_mlms001,cfar_margin,310,0.001,-10.0,129,input_specific_validation_background
5559,1,2,interfered,default,0.00017988846914912754,0.0032626427406199023,B_fixed_pfa_recalibrated,severe,2019_05_09_bm1s007,cfar_margin,613,0.001,-10.0,124,input_specific_validation_background
5818,9,0,interfered,default,0.0015469233413544173,0.0,B_fixed_pfa_recalibrated,severe,2019_05_09_cm1s003,cfar_margin,564,0.001,-10.0,124,input_specific_validation_background
