class_group,hit_count,input_type,mask_name,pd,protocol,sir_name,split_definition,target_count,target_pfa,target_scope,target_sir_db,threshold_source
vehicle_like,670,clean,narrow,0.5334394904458599,A_clean_threshold,,cfar_margin,1256,0.001,all,,clean_validation_background
cyclist_like,103,clean,narrow,0.3786764705882353,A_clean_threshold,,cfar_margin,272,0.001,non_overlap_only,,clean_validation_background
motorbike_like,0,clean,narrow,,A_clean_threshold,,cfar_margin,0,0.001,non_overlap_only,,clean_validation_background
pedestrian_like,145,clean,narrow,0.48013245033112584,A_clean_threshold,,cfar_margin,302,0.001,non_overlap_only,,clean_validation_background
vehicle_like,156,clean,narrow,0.5131578947368421,A_clean_threshold,,cfar_margin,304,0.001,non_overlap_only,,clean_validation_background
cyclist_like,343,interfered,narrow,0.5650741350906096,A_clean_threshold,light,cfar_margin,607,0.001,all,10.0,clean_validation_background
motorbike_like,0,interfered,narrow,,A_clean_threshold,light,cfar_margin,0,0.001,all,10.0,clean_validation_background
pedestrian_like,258,interfered,narrow,0.48314606741573035,A_clean_threshold,light,cfar_margin,534,0.001,all,10.0,clean_validation_background
vehicle_like,670,interfered,narrow,0.5334394904458599,A_clean_threshold,light,cfar_margin,1256,0.001,all,10.0,clean_validation_background
cyclist_like,102,interfered,narrow,0.375,A_clean_threshold,light,cfar_margin,272,0.001,non_overlap_only,10.0,clean_validation_background
motorbike_like,0,interfered,narrow,,A_clean_threshold,light,cfar_margin,0,0.001,non_overlap_only,10.0,clean_validation_background
pedestrian_like,143,interfered,narrow,0.4735099337748344,A_clean_threshold,light,cfar_margin,302,0.001,non_overlap_only,10.0,clean_validation_background
vehicle_like,156,interfered,narrow,0.5131578947368421,A_clean_threshold,light,cfar_margin,304,0.001,non_overlap_only,10.0,clean_validation_background
cyclist_like,331,interfered,narrow,0.5453047775947282,A_clean_threshold,medium,cfar_margin,607,0.001,all,0.0,clean_validation_background
motorbike_like,0,interfered,narrow,,A_clean_threshold,medium,cfar_margin,0,0.001,all,0.0,clean_validation_background
pedestrian_like,245,interfered,narrow,0.45880149812734083,A_clean_threshold,medium,cfar_margin,534,0.001,all,0.0,clean_validation_background
vehicle_like,667,interfered,narrow,0.5310509554140127,A_clean_threshold,medium,cfar_margin,1256,0.001,all,0.0,clean_validation_background
cyclist_like,91,interfered,narrow,0.33455882352941174,A_clean_threshold,medium,cfar_margin,272,0.001,non_overlap_only,0.0,clean_validation_background
motorbike_like,0,interfered,narrow,,A_clean_threshold,medium,cfar_margin,0,0.001,non_overlap_only,0.0,clean_validation_background
pedestrian_like,138,interfered,narrow,0.45695364238410596,A_clean_threshold,medium,cfar_margin,302,0.001,non_overlap_only,0.0,clean_validation_background
vehicle_like,155,interfered,narrow,0.5098684210526315,A_clean_threshold,medium,cfar_margin,304,0.001,non_overlap_only,0.0,clean_validation_background
cyclist_like,294,interfered,narrow,0.4843492586490939,A_clean_threshold,severe,cfar_margin,607,0.001,all,-10.0,clean_validation_background
motorbike_like,0,interfered,narrow,,A_clean_threshold,severe,cfar_margin,0,0.001,all,-10.0,clean_validation_background
pedestrian_like,219,interfered,narrow,0.4101123595505618,A_clean_threshold,severe,cfar_margin,534,0.001,all,-10.0,clean_validation_background
vehicle_like,582,interfered,narrow,0.46337579617834396,A_clean_threshold,severe,cfar_margin,1256,0.001,all,-10.0,clean_validation_background
cyclist_like,61,interfered,narrow,0.22426470588235295,A_clean_threshold,severe,cfar_margin,272,0.001,non_overlap_only,-10.0,clean_validation_background
motorbike_like,0,interfered,narrow,,A_clean_threshold,severe,cfar_margin,0,0.001,non_overlap_only,-10.0,clean_validation_background
pedestrian_like,120,interfered,narrow,0.3973509933774834,A_clean_threshold,severe,cfar_margin,302,0.001,non_overlap_only,-10.0,clean_validation_background
vehicle_like,112,interfered,narrow,0.3684210526315789,A_clean_threshold,severe,cfar_margin,304,0.001,non_overlap_only,-10.0,clean_validation_background
cyclist_like,344,clean,narrow,0.5667215815485996,B_fixed_pfa_recalibrated,,cfar_margin,607,0.001,all,,input_specific_validation_background
motorbike_like,0,clean,narrow,,B_fixed_pfa_recalibrated,,cfar_margin,0,0.001,all,,input_specific_validation_background
pedestrian_like,260,clean,narrow,0.4868913857677903,B_fixed_pfa_recalibrated,,cfar_margin,534,0.001,all,,input_specific_validation_background
vehicle_like,670,clean,narrow,0.5334394904458599,B_fixed_pfa_recalibrated,,cfar_margin,1256,0.001,all,,input_specific_validation_background
cyclist_like,103,clean,narrow,0.3786764705882353,B_fixed_pfa_recalibrated,,cfar_margin,272,0.001,non_overlap_only,,input_specific_validation_background
motorbike_like,0,clean,narrow,,B_fixed_pfa_recalibrated,,cfar_margin,0,0.001,non_overlap_only,,input_specific_validation_background
pedestrian_like,145,clean,narrow,0.48013245033112584,B_fixed_pfa_recalibrated,,cfar_margin,302,0.001,non_overlap_only,,input_specific_validation_background
vehicle_like,156,clean,narrow,0.5131578947368421,B_fixed_pfa_recalibrated,,cfar_margin,304,0.001,non_overlap_only,,input_specific_validation_background
cyclist_like,314,interfered,narrow,0.5172981878088962,B_fixed_pfa_recalibrated,light,cfar_margin,607,0.001,all,10.0,input_specific_validation_background
motorbike_like,0,interfered,narrow,,B_fixed_pfa_recalibrated,light,cfar_margin,0,0.001,all,10.0,input_specific_validation_background
pedestrian_like,209,interfered,narrow,0.3913857677902622,B_fixed_pfa_recalibrated,light,cfar_margin,534,0.001,all,10.0,input_specific_validation_background
vehicle_like,586,interfered,narrow,0.46656050955414013,B_fixed_pfa_recalibrated,light,cfar_margin,1256,0.001,all,10.0,input_specific_validation_background
cyclist_like,89,interfered,narrow,0.3272058823529412,B_fixed_pfa_recalibrated,light,cfar_margin,272,0.001,non_overlap_only,10.0,input_specific_validation_background
motorbike_like,0,interfered,narrow,,B_fixed_pfa_recalibrated,light,cfar_margin,0,0.001,non_overlap_only,10.0,input_specific_validation_background
pedestrian_like,108,interfered,narrow,0.3576158940397351,B_fixed_pfa_recalibrated,light,cfar_margin,302,0.001,non_overlap_only,10.0,input_specific_validation_background
vehicle_like,123,interfered,narrow,0.40460526315789475,B_fixed_pfa_recalibrated,light,cfar_margin,304,0.001,non_overlap_only,10.0,input_specific_validation_background
cyclist_like,140,interfered,narrow,0.23064250411861614,B_fixed_pfa_recalibrated,medium,cfar_margin,607,0.001,all,0.0,input_specific_validation_background
motorbike_like,0,interfered,narrow,,B_fixed_pfa_recalibrated,medium,cfar_margin,0,0.001,all,0.0,input_specific_validation_background
pedestrian_like,30,interfered,narrow,0.056179775280898875,B_fixed_pfa_recalibrated,medium,cfar_margin,534,0.001,all,0.0,input_specific_validation_background
vehicle_like,262,interfered,narrow,0.2085987261146497,B_fixed_pfa_recalibrated,medium,cfar_margin,1256,0.001,all,0.0,input_specific_validation_background
cyclist_like,24,interfered,narrow,0.08823529411764706,B_fixed_pfa_recalibrated,medium,cfar_margin,272,0.001,non_overlap_only,0.0,input_specific_validation_background
motorbike_like,0,interfered,narrow,,B_fixed_pfa_recalibrated,medium,cfar_margin,0,0.001,non_overlap_only,0.0,input_specific_validation_background
pedestrian_like,8,interfered,narrow,0.026490066225165563,B_fixed_pfa_recalibrated,medium,cfar_margin,302,0.001,non_overlap_only,0.0,input_specific_validation_background
vehicle_like,4,interfered,narrow,0.013157894736842105,B_fixed_pfa_recalibrated,medium,cfar_margin,304,0.001,non_overlap_only,0.0,input_specific_validation_background
cyclist_like,1,interfered,narrow,0.0016474464579901153,B_fixed_pfa_recalibrated,severe,cfar_margin,607,0.001,all,-10.0,input_specific_validation_background
motorbike_like,0,interfered,narrow,,B_fixed_pfa_recalibrated,severe,cfar_margin,0,0.001,all,-10.0,input_specific_validation_background
pedestrian_like,0,interfered,narrow,0.0,B_fixed_pfa_recalibrated,severe,cfar_margin,534,0.001,all,-10.0,input_specific_validation_background
vehicle_like,1,interfered,narrow,0.0007961783439490446,B_fixed_pfa_recalibrated,severe,cfar_margin,1256,0.001,all,-10.0,input_specific_validation_background
cyclist_like,0,interfered,narrow,0.0,B_fixed_pfa_recalibrated,severe,cfar_margin,272,0.001,non_overlap_only,-10.0,input_specific_validation_background
motorbike_like,0,interfered,narrow,,B_fixed_pfa_recalibrated,severe,cfar_margin,0,0.001,non_overlap_only,-10.0,input_specific_validation_background
pedestrian_like,0,interfered,narrow,0.0,B_fixed_pfa_recalibrated,severe,cfar_margin,302,0.001,non_overlap_only,-10.0,input_specific_validation_background
vehicle_like,0,interfered,narrow,0.0,B_fixed_pfa_recalibrated,severe,cfar_margin,304,0.001,non_overlap_only,-10.0,input_specific_validation_background
cyclist_like,447,clean,default,0.7364085667215815,A_clean_threshold,,clean_peak_percentile,607,0.01,all,,clean_validation_background
motorbike_like,0,clean,default,,A_clean_threshold,,clean_peak_percentile,0,0.01,all,,clean_validation_background
pedestrian_like,349,clean,default,0.653558052434457,A_clean_threshold,,clean_peak_percentile,534,0.01,all,,clean_validation_background
vehicle_like,1114,clean,default,0.8869426751592356,A_clean_threshold,,clean_peak_percentile,1256,0.01,all,,clean_validation_background
cyclist_like,81,clean,default,0.48214285714285715,A_clean_threshold,,clean_peak_percentile,168,0.01,non_overlap_only,,clean_validation_background
motorbike_like,0,clean,default,,A_clean_threshold,,clean_peak_percentile,0,0.01,non_overlap_only,,clean_validation_background
pedestrian_like,151,clean,default,0.648068669527897,A_clean_threshold,,clean_peak_percentile,233,0.01,non_overlap_only,,clean_validation_background
vehicle_like,138,clean,default,0.8313253012048193,A_clean_threshold,,clean_peak_percentile,166,0.01,non_overlap_only,,clean_validation_background
cyclist_like,447,interfered,default,0.7364085667215815,A_clean_threshold,light,clean_peak_percentile,607,0.01,all,10.0,clean_validation_background
motorbike_like,0,interfered,default,,A_clean_threshold,light,clean_peak_percentile,0,0.01,all,10.0,clean_validation_background
pedestrian_like,348,interfered,default,0.651685393258427,A_clean_threshold,light,clean_peak_percentile,534,0.01,all,10.0,clean_validation_background
vehicle_like,1114,interfered,default,0.8869426751592356,A_clean_threshold,light,clean_peak_percentile,1256,0.01,all,10.0,clean_validation_background
cyclist_like,81,interfered,default,0.48214285714285715,A_clean_threshold,light,clean_peak_percentile,168,0.01,non_overlap_only,10.0,clean_validation_background
motorbike_like,0,interfered,default,,A_clean_threshold,light,clean_peak_percentile,0,0.01,non_overlap_only,10.0,clean_validation_background
pedestrian_like,150,interfered,default,0.6437768240343348,A_clean_threshold,light,clean_peak_percentile,233,0.01,non_overlap_only,10.0,clean_validation_background
vehicle_like,138,interfered,default,0.8313253012048193,A_clean_threshold,light,clean_peak_percentile,166,0.01,non_overlap_only,10.0,clean_validation_background
cyclist_like,436,interfered,default,0.7182866556836903,A_clean_threshold,medium,clean_peak_percentile,607,0.01,all,0.0,clean_validation_background
motorbike_like,0,interfered,default,,A_clean_threshold,medium,clean_peak_percentile,0,0.01,all,0.0,clean_validation_background
pedestrian_like,332,interfered,default,0.6217228464419475,A_clean_threshold,medium,clean_peak_percentile,534,0.01,all,0.0,clean_validation_background
vehicle_like,1111,interfered,default,0.8845541401273885,A_clean_threshold,medium,clean_peak_percentile,1256,0.01,all,0.0,clean_validation_background
cyclist_like,72,interfered,default,0.42857142857142855,A_clean_threshold,medium,clean_peak_percentile,168,0.01,non_overlap_only,0.0,clean_validation_background
motorbike_like,0,interfered,default,,A_clean_threshold,medium,clean_peak_percentile,0,0.01,non_overlap_only,0.0,clean_validation_background
pedestrian_like,143,interfered,default,0.6137339055793991,A_clean_threshold,medium,clean_peak_percentile,233,0.01,non_overlap_only,0.0,clean_validation_background
vehicle_like,136,interfered,default,0.8192771084337349,A_clean_threshold,medium,clean_peak_percentile,166,0.01,non_overlap_only,0.0,clean_validation_background
cyclist_like,402,interfered,default,0.6622734761120264,A_clean_threshold,severe,clean_peak_percentile,607,0.01,all,-10.0,clean_validation_background
motorbike_like,0,interfered,default,,A_clean_threshold,severe,clean_peak_percentile,0,0.01,all,-10.0,clean_validation_background
pedestrian_like,310,interfered,default,0.5805243445692884,A_clean_threshold,severe,clean_peak_percentile,534,0.01,all,-10.0,clean_validation_background
vehicle_like,1065,interfered,default,0.8479299363057324,A_clean_threshold,severe,clean_peak_percentile,1256,0.01,all,-10.0,clean_validation_background
cyclist_like,49,interfered,default,0.2916666666666667,A_clean_threshold,severe,clean_peak_percentile,168,0.01,non_overlap_only,-10.0,clean_validation_background
motorbike_like,0,interfered,default,,A_clean_threshold,severe,clean_peak_percentile,0,0.01,non_overlap_only,-10.0,clean_validation_background
pedestrian_like,135,interfered,default,0.5793991416309013,A_clean_threshold,severe,clean_peak_percentile,233,0.01,non_overlap_only,-10.0,clean_validation_background
vehicle_like,129,interfered,default,0.7771084337349398,A_clean_threshold,severe,clean_peak_percentile,166,0.01,non_overlap_only,-10.0,clean_validation_background
cyclist_like,447,clean,default,0.7364085667215815,B_fixed_pfa_recalibrated,,clean_peak_percentile,607,0.01,all,,input_specific_validation_background
motorbike_like,0,clean,default,,B_fixed_pfa_recalibrated,,clean_peak_percentile,0,0.01,all,,input_specific_validation_background
pedestrian_like,349,clean,default,0.653558052434457,B_fixed_pfa_recalibrated,,clean_peak_percentile,534,0.01,all,,input_specific_validation_background
vehicle_like,1114,clean,default,0.8869426751592356,B_fixed_pfa_recalibrated,,clean_peak_percentile,1256,0.01,all,,input_specific_validation_background
cyclist_like,81,clean,default,0.48214285714285715,B_fixed_pfa_recalibrated,,clean_peak_percentile,168,0.01,non_overlap_only,,input_specific_validation_background
motorbike_like,0,clean,default,,B_fixed_pfa_recalibrated,,clean_peak_percentile,0,0.01,non_overlap_only,,input_specific_validation_background
pedestrian_like,151,clean,default,0.648068669527897,B_fixed_pfa_recalibrated,,clean_peak_percentile,233,0.01,non_overlap_only,,input_specific_validation_background
vehicle_like,138,clean,default,0.8313253012048193,B_fixed_pfa_recalibrated,,clean_peak_percentile,166,0.01,non_overlap_only,,input_specific_validation_background
cyclist_like,435,interfered,default,0.7166392092257001,B_fixed_pfa_recalibrated,light,clean_peak_percentile,607,0.01,all,10.0,input_specific_validation_background
motorbike_like,0,interfered,default,,B_fixed_pfa_recalibrated,light,clean_peak_percentile,0,0.01,all,10.0,input_specific_validation_background
pedestrian_like,326,interfered,default,0.6104868913857678,B_fixed_pfa_recalibrated,light,clean_peak_percentile,534,0.01,all,10.0,input_specific_validation_background
vehicle_like,1057,interfered,default,0.8415605095541401,B_fixed_pfa_recalibrated,light,clean_peak_percentile,1256,0.01,all,10.0,input_specific_validation_background
cyclist_like,77,interfered,default,0.4583333333333333,B_fixed_pfa_recalibrated,light,clean_peak_percentile,168,0.01,non_overlap_only,10.0,input_specific_validation_background
motorbike_like,0,interfered,default,,B_fixed_pfa_recalibrated,light,clean_peak_percentile,0,0.01,non_overlap_only,10.0,input_specific_validation_background
pedestrian_like,137,interfered,default,0.5879828326180258,B_fixed_pfa_recalibrated,light,clean_peak_percentile,233,0.01,non_overlap_only,10.0,input_specific_validation_background
vehicle_like,134,interfered,default,0.8072289156626506,B_fixed_pfa_recalibrated,light,clean_peak_percentile,166,0.01,non_overlap_only,10.0,input_specific_validation_background
cyclist_like,356,interfered,default,0.586490939044481,B_fixed_pfa_recalibrated,medium,clean_peak_percentile,607,0.01,all,0.0,input_specific_validation_background
motorbike_like,0,interfered,default,,B_fixed_pfa_recalibrated,medium,clean_peak_percentile,0,0.01,all,0.0,input_specific_validation_background
pedestrian_like,234,interfered,default,0.43820224719101125,B_fixed_pfa_recalibrated,medium,clean_peak_percentile,534,0.01,all,0.0,input_specific_validation_background
vehicle_like,765,interfered,default,0.6090764331210191,B_fixed_pfa_recalibrated,medium,clean_peak_percentile,1256,0.01,all,0.0,input_specific_validation_background
cyclist_like,46,interfered,default,0.27380952380952384,B_fixed_pfa_recalibrated,medium,clean_peak_percentile,168,0.01,non_overlap_only,0.0,input_specific_validation_background
motorbike_like,0,interfered,default,,B_fixed_pfa_recalibrated,medium,clean_peak_percentile,0,0.01,non_overlap_only,0.0,input_specific_validation_background
pedestrian_like,77,interfered,default,0.33047210300429186,B_fixed_pfa_recalibrated,medium,clean_peak_percentile,233,0.01,non_overlap_only,0.0,input_specific_validation_background
vehicle_like,114,interfered,default,0.6867469879518072,B_fixed_pfa_recalibrated,medium,clean_peak_percentile,166,0.01,non_overlap_only,0.0,input_specific_validation_background
cyclist_like,155,interfered,default,0.2553542009884679,B_fixed_pfa_recalibrated,severe,clean_peak_percentile,607,0.01,all,-10.0,input_specific_validation_background
motorbike_like,0,interfered,default,,B_fixed_pfa_recalibrated,severe,clean_peak_percentile,0,0.01,all,-10.0,input_specific_validation_background
pedestrian_like,24,interfered,default,0.0449438202247191,B_fixed_pfa_recalibrated,severe,clean_peak_percentile,534,0.01,all,-10.0,input_specific_validation_background
vehicle_like,417,interfered,default,0.3320063694267516,B_fixed_pfa_recalibrated,severe,clean_peak_percentile,1256,0.01,all,-10.0,input_specific_validation_background
cyclist_like,18,interfered,default,0.10714285714285714,B_fixed_pfa_recalibrated,severe,clean_peak_percentile,168,0.01,non_overlap_only,-10.0,input_specific_validation_background
motorbike_like,0,interfered,default,,B_fixed_pfa_recalibrated,severe,clean_peak_percentile,0,0.01,non_overlap_only,-10.0,input_specific_validation_background
pedestrian_like,3,interfered,default,0.012875536480686695,B_fixed_pfa_recalibrated,severe,clean_peak_percentile,233,0.01,non_overlap_only,-10.0,input_specific_validation_background
vehicle_like,4,interfered,default,0.024096385542168676,B_fixed_pfa_recalibrated,severe,clean_peak_percentile,166,0.01,non_overlap_only,-10.0,input_specific_validation_background
cyclist_like,392,clean,default,0.6457990115321252,A_clean_threshold,,clean_peak_percentile,607,0.001,all,,clean_validation_background
motorbike_like,0,clean,default,,A_clean_threshold,,clean_peak_percentile,0,0.001,all,,clean_validation_background
pedestrian_like,283,clean,default,0.5299625468164794,A_clean_threshold,,clean_peak_percentile,534,0.001,all,,clean_validation_background
vehicle_like,848,clean,default,0.6751592356687898,A_clean_threshold,,clean_peak_percentile,1256,0.001,all,,clean_validation_background
cyclist_like,62,clean,default,0.36904761904761907,A_clean_threshold,,clean_peak_percentile,168,0.001,non_overlap_only,,clean_validation_background
motorbike_like,0,clean,default,,A_clean_threshold,,clean_peak_percentile,0,0.001,non_overlap_only,,clean_validation_background
pedestrian_like,109,clean,default,0.4678111587982833,A_clean_threshold,,clean_peak_percentile,233,0.001,non_overlap_only,,clean_validation_background
vehicle_like,125,clean,default,0.7530120481927711,A_clean_threshold,,clean_peak_percentile,166,0.001,non_overlap_only,,clean_validation_background
cyclist_like,391,interfered,default,0.6441515650741351,A_clean_threshold,light,clean_peak_percentile,607,0.001,all,10.0,clean_validation_background
motorbike_like,0,interfered,default,,A_clean_threshold,light,clean_peak_percentile,0,0.001,all,10.0,clean_validation_background
pedestrian_like,282,interfered,default,0.5280898876404494,A_clean_threshold,light,clean_peak_percentile,534,0.001,all,10.0,clean_validation_background
vehicle_like,848,interfered,default,0.6751592356687898,A_clean_threshold,light,clean_peak_percentile,1256,0.001,all,10.0,clean_validation_background
cyclist_like,62,interfered,default,0.36904761904761907,A_clean_threshold,light,clean_peak_percentile,168,0.001,non_overlap_only,10.0,clean_validation_background
motorbike_like,0,interfered,default,,A_clean_threshold,light,clean_peak_percentile,0,0.001,non_overlap_only,10.0,clean_validation_background
pedestrian_like,108,interfered,default,0.463519313304721,A_clean_threshold,light,clean_peak_percentile,233,0.001,non_overlap_only,10.0,clean_validation_background
vehicle_like,125,interfered,default,0.7530120481927711,A_clean_threshold,light,clean_peak_percentile,166,0.001,non_overlap_only,10.0,clean_validation_background
cyclist_like,379,interfered,default,0.6243822075782537,A_clean_threshold,medium,clean_peak_percentile,607,0.001,all,0.0,clean_validation_background
motorbike_like,0,interfered,default,,A_clean_threshold,medium,clean_peak_percentile,0,0.001,all,0.0,clean_validation_background
pedestrian_like,268,interfered,default,0.50187265917603,A_clean_threshold,medium,clean_peak_percentile,534,0.001,all,0.0,clean_validation_background
vehicle_like,845,interfered,default,0.6727707006369427,A_clean_threshold,medium,clean_peak_percentile,1256,0.001,all,0.0,clean_validation_background
cyclist_like,51,interfered,default,0.30357142857142855,A_clean_threshold,medium,clean_peak_percentile,168,0.001,non_overlap_only,0.0,clean_validation_background
motorbike_like,0,interfered,default,,A_clean_threshold,medium,clean_peak_percentile,0,0.001,non_overlap_only,0.0,clean_validation_background
pedestrian_like,104,interfered,default,0.44635193133047213,A_clean_threshold,medium,clean_peak_percentile,233,0.001,non_overlap_only,0.0,clean_validation_background
vehicle_like,123,interfered,default,0.7409638554216867,A_clean_threshold,medium,clean_peak_percentile,166,0.001,non_overlap_only,0.0,clean_validation_background
cyclist_like,342,interfered,default,0.5634266886326195,A_clean_threshold,severe,clean_peak_percentile,607,0.001,all,-10.0,clean_validation_background
motorbike_like,0,interfered,default,,A_clean_threshold,severe,clean_peak_percentile,0,0.001,all,-10.0,clean_validation_background
pedestrian_like,240,interfered,default,0.449438202247191,A_clean_threshold,severe,clean_peak_percentile,534,0.001,all,-10.0,clean_validation_background
vehicle_like,731,interfered,default,0.5820063694267515,A_clean_threshold,severe,clean_peak_percentile,1256,0.001,all,-10.0,clean_validation_background
cyclist_like,33,interfered,default,0.19642857142857142,A_clean_threshold,severe,clean_peak_percentile,168,0.001,non_overlap_only,-10.0,clean_validation_background
motorbike_like,0,interfered,default,,A_clean_threshold,severe,clean_peak_percentile,0,0.001,non_overlap_only,-10.0,clean_validation_background
pedestrian_like,89,interfered,default,0.38197424892703863,A_clean_threshold,severe,clean_peak_percentile,233,0.001,non_overlap_only,-10.0,clean_validation_background
vehicle_like,89,interfered,default,0.536144578313253,A_clean_threshold,severe,clean_peak_percentile,166,0.001,non_overlap_only,-10.0,clean_validation_background
cyclist_like,392,clean,default,0.6457990115321252,B_fixed_pfa_recalibrated,,clean_peak_percentile,607,0.001,all,,input_specific_validation_background
motorbike_like,0,clean,default,,B_fixed_pfa_recalibrated,,clean_peak_percentile,0,0.001,all,,input_specific_validation_background
pedestrian_like,283,clean,default,0.5299625468164794,B_fixed_pfa_recalibrated,,clean_peak_percentile,534,0.001,all,,input_specific_validation_background
vehicle_like,848,clean,default,0.6751592356687898,B_fixed_pfa_recalibrated,,clean_peak_percentile,1256,0.001,all,,input_specific_validation_background
cyclist_like,62,clean,default,0.36904761904761907,B_fixed_pfa_recalibrated,,clean_peak_percentile,168,0.001,non_overlap_only,,input_specific_validation_background
motorbike_like,0,clean,default,,B_fixed_pfa_recalibrated,,clean_peak_percentile,0,0.001,non_overlap_only,,input_specific_validation_background
pedestrian_like,109,clean,default,0.4678111587982833,B_fixed_pfa_recalibrated,,clean_peak_percentile,233,0.001,non_overlap_only,,input_specific_validation_background
vehicle_like,125,clean,default,0.7530120481927711,B_fixed_pfa_recalibrated,,clean_peak_percentile,166,0.001,non_overlap_only,,input_specific_validation_background
cyclist_like,355,interfered,default,0.5848434925864909,B_fixed_pfa_recalibrated,light,clean_peak_percentile,607,0.001,all,10.0,input_specific_validation_background
motorbike_like,0,interfered,default,,B_fixed_pfa_recalibrated,light,clean_peak_percentile,0,0.001,all,10.0,input_specific_validation_background
pedestrian_like,222,interfered,default,0.4157303370786517,B_fixed_pfa_recalibrated,light,clean_peak_percentile,534,0.001,all,10.0,input_specific_validation_background
vehicle_like,660,interfered,default,0.5254777070063694,B_fixed_pfa_recalibrated,light,clean_peak_percentile,1256,0.001,all,10.0,input_specific_validation_background
cyclist_like,54,interfered,default,0.32142857142857145,B_fixed_pfa_recalibrated,light,clean_peak_percentile,168,0.001,non_overlap_only,10.0,input_specific_validation_background
motorbike_like,0,interfered,default,,B_fixed_pfa_recalibrated,light,clean_peak_percentile,0,0.001,non_overlap_only,10.0,input_specific_validation_background
pedestrian_like,66,interfered,default,0.2832618025751073,B_fixed_pfa_recalibrated,light,clean_peak_percentile,233,0.001,non_overlap_only,10.0,input_specific_validation_background
vehicle_like,54,interfered,default,0.3253012048192771,B_fixed_pfa_recalibrated,light,clean_peak_percentile,166,0.001,non_overlap_only,10.0,input_specific_validation_background
cyclist_like,139,interfered,default,0.22899505766062603,B_fixed_pfa_recalibrated,medium,clean_peak_percentile,607,0.001,all,0.0,input_specific_validation_background
motorbike_like,0,interfered,default,,B_fixed_pfa_recalibrated,medium,clean_peak_percentile,0,0.001,all,0.0,input_specific_validation_background
pedestrian_like,31,interfered,default,0.05805243445692884,B_fixed_pfa_recalibrated,medium,clean_peak_percentile,534,0.001,all,0.0,input_specific_validation_background
vehicle_like,370,interfered,default,0.2945859872611465,B_fixed_pfa_recalibrated,medium,clean_peak_percentile,1256,0.001,all,0.0,input_specific_validation_background
cyclist_like,22,interfered,default,0.13095238095238096,B_fixed_pfa_recalibrated,medium,clean_peak_percentile,168,0.001,non_overlap_only,0.0,input_specific_validation_background
motorbike_like,0,interfered,default,,B_fixed_pfa_recalibrated,medium,clean_peak_percentile,0,0.001,non_overlap_only,0.0,input_specific_validation_background
pedestrian_like,3,interfered,default,0.012875536480686695,B_fixed_pfa_recalibrated,medium,clean_peak_percentile,233,0.001,non_overlap_only,0.0,input_specific_validation_background
vehicle_like,4,interfered,default,0.024096385542168676,B_fixed_pfa_recalibrated,medium,clean_peak_percentile,166,0.001,non_overlap_only,0.0,input_specific_validation_background
cyclist_like,1,interfered,default,0.0016474464579901153,B_fixed_pfa_recalibrated,severe,clean_peak_percentile,607,0.001,all,-10.0,input_specific_validation_background
motorbike_like,0,interfered,default,,B_fixed_pfa_recalibrated,severe,clean_peak_percentile,0,0.001,all,-10.0,input_specific_validation_background
pedestrian_like,0,interfered,default,0.0,B_fixed_pfa_recalibrated,severe,clean_peak_percentile,534,0.001,all,-10.0,input_specific_validation_background
vehicle_like,1,interfered,default,0.0007961783439490446,B_fixed_pfa_recalibrated,severe,clean_peak_percentile,1256,0.001,all,-10.0,input_specific_validation_background
cyclist_like,0,interfered,default,0.0,B_fixed_pfa_recalibrated,severe,clean_peak_percentile,168,0.001,non_overlap_only,-10.0,input_specific_validation_background
motorbike_like,0,interfered,default,,B_fixed_pfa_recalibrated,severe,clean_peak_percentile,0,0.001,non_overlap_only,-10.0,input_specific_validation_background
pedestrian_like,0,interfered,default,0.0,B_fixed_pfa_recalibrated,severe,clean_peak_percentile,233,0.001,non_overlap_only,-10.0,input_specific_validation_background
vehicle_like,0,interfered,default,0.0,B_fixed_pfa_recalibrated,severe,clean_peak_percentile,166,0.001,non_overlap_only,-10.0,input_specific_validation_background
cyclist_like,447,clean,default,0.7364085667215815,A_clean_threshold,,cfar_margin,607,0.01,all,,clean_validation_background
motorbike_like,0,clean,default,,A_clean_threshold,,cfar_margin,0,0.01,all,,clean_validation_background
pedestrian_like,349,clean,default,0.653558052434457,A_clean_threshold,,cfar_margin,534,0.01,all,,clean_validation_background
vehicle_like,1114,clean,default,0.8869426751592356,A_clean_threshold,,cfar_margin,1256,0.01,all,,clean_validation_background
cyclist_like,81,clean,default,0.48214285714285715,A_clean_threshold,,cfar_margin,168,0.01,non_overlap_only,,clean_validation_background
motorbike_like,0,clean,default,,A_clean_threshold,,cfar_margin,0,0.01,non_overlap_only,,clean_validation_background
pedestrian_like,151,clean,default,0.648068669527897,A_clean_threshold,,cfar_margin,233,0.01,non_overlap_only,,clean_validation_background
vehicle_like,138,clean,default,0.8313253012048193,A_clean_threshold,,cfar_margin,166,0.01,non_overlap_only,,clean_validation_background
cyclist_like,447,interfered,default,0.7364085667215815,A_clean_threshold,light,cfar_margin,607,0.01,all,10.0,clean_validation_background
motorbike_like,0,interfered,default,,A_clean_threshold,light,cfar_margin,0,0.01,all,10.0,clean_validation_background
pedestrian_like,348,interfered,default,0.651685393258427,A_clean_threshold,light,cfar_margin,534,0.01,all,10.0,clean_validation_background
