new_frame_id,source_sequence,source_radar_file,source_label_file,new_radar_file,new_label_file,target_count,class_ids,class_counts,px_min,px_max,py_min,py_max,range_min,range_max,azimuth_min,azimuth_max,selection_reason
d1a_000440,2019_04_30_mlms001,000486.mat,0000000486.csv,2019_04_30_mlms001__000486.mat,2019_04_30_mlms001__0000000486.csv,2,0;2,0:1;2:1,-5.74,1.64,10.94,13.75,12.354400025901702,13.847458250523813,-27.68510112897161,6.801691752540866,top_sequence_stratified;tc=multi;range_bin=2;azimuth_bin=1
d1a_000441,2019_04_30_mlms001,000488.mat,0000000488.csv,2019_04_30_mlms001__000488.mat,2019_04_30_mlms001__0000000488.csv,2,0;2,0:1;2:1,-5.63,1.64,10.28,13.75,11.720720967585569,13.847458250523813,-28.70799426382831,6.801691752540866,top_sequence_stratified;tc=multi;range_bin=1;azimuth_bin=1
d1a_000442,2019_04_30_mlms001,000489.mat,0000000489.csv,2019_04_30_mlms001__000489.mat,2019_04_30_mlms001__0000000489.csv,2,0;2,0:1;2:1,-5.63,1.64,10.28,13.75,11.720720967585569,13.847458250523813,-28.70799426382831,6.801691752540866,top_sequence_stratified;tc=multi;range_bin=1;azimuth_bin=1
d1a_000443,2019_04_30_mlms001,000490.mat,0000000490.csv,2019_04_30_mlms001__000490.mat,2019_04_30_mlms001__0000000490.csv,2,0;2,0:1;2:1,-5.63,1.64,10.28,13.75,11.720720967585569,13.847458250523813,-28.70799426382831,6.801691752540866,top_sequence_stratified;tc=multi;range_bin=1;azimuth_bin=1
d1a_000444,2019_04_30_mlms001,000491.mat,0000000491.csv,2019_04_30_mlms001__000491.mat,2019_04_30_mlms001__0000000491.csv,2,0;2,0:1;2:1,-5.96,1.64,9.59,13.75,11.291133689758526,13.847458250523813,-31.860153886472723,6.801691752540866,top_sequence_stratified;tc=multi;range_bin=1;azimuth_bin=1
d1a_000445,2019_04_30_mlms001,000492.mat,0000000492.csv,2019_04_30_mlms001__000492.mat,2019_04_30_mlms001__0000000492.csv,2,0;2,0:1;2:1,-5.96,1.64,9.59,13.75,11.291133689758526,13.847458250523813,-31.860153886472723,6.801691752540866,top_sequence_stratified;tc=multi;range_bin=1;azimuth_bin=1
d1a_000446,2019_04_30_mlms001,000500.mat,0000000500.csv,2019_04_30_mlms001__000500.mat,2019_04_30_mlms001__0000000500.csv,2,0;2,0:1;2:1,-5.83,2.01,7.34,13.27,9.373606563111126,13.421363567089596,-38.45934066662401,8.613090108466505,top_sequence_stratified;tc=multi;range_bin=1;azimuth_bin=0
d1a_000447,2019_04_30_mlms001,000502.mat,0000000502.csv,2019_04_30_mlms001__000502.mat,2019_04_30_mlms001__0000000502.csv,2,0;2,0:1;2:1,-5.83,2.01,7.34,13.27,9.373606563111126,13.421363567089596,-38.45934066662401,8.613090108466505,top_sequence_stratified;tc=multi;range_bin=1;azimuth_bin=0
d1a_000448,2019_04_30_mlms001,000503.mat,0000000503.csv,2019_04_30_mlms001__000503.mat,2019_04_30_mlms001__0000000503.csv,2,0;2,0:1;2:1,-5.83,2.01,7.34,13.27,9.373606563111126,13.421363567089596,-38.45934066662401,8.613090108466505,top_sequence_stratified;tc=multi;range_bin=1;azimuth_bin=0
d1a_000449,2019_04_30_mlms001,000504.mat,0000000504.csv,2019_04_30_mlms001__000504.mat,2019_04_30_mlms001__0000000504.csv,2,0;2,0:1;2:1,-5.85,2.01,6.77,13.27,8.947368328173374,13.421363567089596,-40.83050432345353,8.613090108466505,top_sequence_stratified;tc=multi;range_bin=1;azimuth_bin=0
d1a_000450,2019_04_30_mlms001,000505.mat,0000000505.csv,2019_04_30_mlms001__000505.mat,2019_04_30_mlms001__0000000505.csv,2,0;2,0:1;2:1,-5.85,2.01,6.77,13.27,8.947368328173374,13.421363567089596,-40.83050432345353,8.613090108466505,top_sequence_stratified;tc=multi;range_bin=1;azimuth_bin=0
d1a_000451,2019_04_30_mlms001,000506.mat,0000000506.csv,2019_04_30_mlms001__000506.mat,2019_04_30_mlms001__0000000506.csv,2,0;2,0:1;2:1,-5.57,1.98,6.45,13.06,8.522171084882068,13.209239190808834,-40.81277104319055,8.620846494757096,top_sequence_stratified;tc=multi;range_bin=1;azimuth_bin=0
d1a_000452,2019_04_30_mlms001,000510.mat,0000000510.csv,2019_04_30_mlms001__000510.mat,2019_04_30_mlms001__0000000510.csv,2,0;2,0:1;2:1,-5.67,1.98,5.78,13.06,8.096746260072623,13.209239190808834,-44.44957713001312,8.620846494757096,top_sequence_stratified;tc=multi;range_bin=1;azimuth_bin=0
d1a_000453,2019_04_30_mlms001,000516.mat,0000000516.csv,2019_04_30_mlms001__000516.mat,2019_04_30_mlms001__0000000516.csv,2,0;2,0:1;2:1,-5.76,1.94,4.39,12.85,7.242216511538439,12.99561849239966,-52.68706179852658,8.585266563292878,top_sequence_stratified;tc=multi;range_bin=1;azimuth_bin=0
d1a_000454,2019_04_30_mlms001,000519.mat,0000000519.csv,2019_04_30_mlms001__000519.mat,2019_04_30_mlms001__0000000519.csv,2,0;2,0:1;2:1,-5.76,1.94,4.39,12.85,7.242216511538439,12.99561849239966,-52.68706179852658,8.585266563292878,top_sequence_stratified;tc=multi;range_bin=1;azimuth_bin=0
d1a_000455,2019_04_30_mlms001,000521.mat,0000000521.csv,2019_04_30_mlms001__000521.mat,2019_04_30_mlms001__0000000521.csv,2,0;2,0:1;2:1,-5.53,2.32,3.99,12.57,6.81916417165623,12.782304174130735,-54.18883607735876,10.457196513565172,top_sequence_stratified;tc=multi;range_bin=0;azimuth_bin=0
d1a_000456,2019_04_30_mlms001,000531.mat,0000000531.csv,2019_04_30_mlms001__000531.mat,2019_04_30_mlms001__0000000531.csv,2,0;2,0:1;2:1,-5.39,2.43,3.44,12.12,6.394192677735008,12.361201397922452,-57.45321058681555,11.33720319043452,top_sequence_stratified;tc=multi;range_bin=0;azimuth_bin=0
d1a_000457,2019_04_30_mlms001,000533.mat,0000000533.csv,2019_04_30_mlms001__000533.mat,2019_04_30_mlms001__0000000533.csv,2,0;2,0:1;2:1,-5.3,2.43,3.17,12.12,6.175670004137203,12.361201397922452,-59.11579878963178,11.33720319043452,top_sequence_stratified;tc=multi;range_bin=0;azimuth_bin=0
d1a_000458,2019_04_30_mlms001,000546.mat,0000000546.csv,2019_04_30_mlms001__000546.mat,2019_04_30_mlms001__0000000546.csv,1,0,0:1,2.58,2.58,11.87,11.87,12.147151929567688,12.147151929567688,12.26276974833626,12.26276974833626,top_sequence_stratified;tc=single;range_bin=1;azimuth_bin=4
d1a_000459,2019_04_30_mlms001,000551.mat,0000000551.csv,2019_04_30_mlms001__000551.mat,2019_04_30_mlms001__0000000551.csv,1,0,0:1,2.63,2.63,11.2,11.2,11.504646887236479,11.504646887236479,13.214854875314192,13.214854875314192,top_sequence_stratified;tc=single;range_bin=1;azimuth_bin=4
d1a_000460,2019_04_30_mlms001,000554.mat,0000000554.csv,2019_04_30_mlms001__000554.mat,2019_04_30_mlms001__0000000554.csv,1,0,0:1,2.63,2.63,11.2,11.2,11.504646887236479,11.504646887236479,13.214854875314192,13.214854875314192,top_sequence_stratified;tc=single;range_bin=1;azimuth_bin=4
d1a_000461,2019_04_30_mlms001,000555.mat,0000000555.csv,2019_04_30_mlms001__000555.mat,2019_04_30_mlms001__0000000555.csv,1,0,0:1,2.63,2.63,11.2,11.2,11.504646887236479,11.504646887236479,13.214854875314192,13.214854875314192,top_sequence_stratified;tc=single;range_bin=1;azimuth_bin=4
d1a_000462,2019_04_30_mlms001,000556.mat,0000000556.csv,2019_04_30_mlms001__000556.mat,2019_04_30_mlms001__0000000556.csv,2,0;80,0:1;80:1,-4.94,2.63,11.2,22.69,11.504646887236479,23.22153526362975,-12.282594468516901,13.214854875314192,top_sequence_stratified;tc=multi;range_bin=4;azimuth_bin=4
d1a_000463,2019_04_30_mlms001,000557.mat,0000000557.csv,2019_04_30_mlms001__000557.mat,2019_04_30_mlms001__0000000557.csv,2,0;80,0:1;80:1,-4.94,2.63,11.2,22.69,11.504646887236479,23.22153526362975,-12.282594468516901,13.214854875314192,top_sequence_stratified;tc=multi;range_bin=4;azimuth_bin=4
d1a_000464,2019_04_30_mlms001,000558.mat,0000000558.csv,2019_04_30_mlms001__000558.mat,2019_04_30_mlms001__0000000558.csv,2,0;80,0:1;80:1,-4.94,2.63,11.2,22.69,11.504646887236479,23.22153526362975,-12.282594468516901,13.214854875314192,top_sequence_stratified;tc=multi;range_bin=4;azimuth_bin=4
d1a_000465,2019_04_30_mlms001,000559.mat,0000000559.csv,2019_04_30_mlms001__000559.mat,2019_04_30_mlms001__0000000559.csv,2,0;80,0:1;80:1,-4.94,2.63,11.2,22.69,11.504646887236479,23.22153526362975,-12.282594468516901,13.214854875314192,top_sequence_stratified;tc=multi;range_bin=4;azimuth_bin=4
d1a_000466,2019_04_30_mlms001,000561.mat,0000000561.csv,2019_04_30_mlms001__000561.mat,2019_04_30_mlms001__0000000561.csv,2,0;80,0:1;80:1,-4.8,2.58,10.99,22.07,11.288777613187355,22.58594474446442,-12.270162620063743,13.211457894086829,top_sequence_stratified;tc=multi;range_bin=4;azimuth_bin=4
d1a_000467,2019_04_30_mlms001,000564.mat,0000000564.csv,2019_04_30_mlms001__000564.mat,2019_04_30_mlms001__0000000564.csv,2,0;80,0:1;80:1,-5.11,2.58,10.99,21.78,11.288777613187355,22.371421501549698,-13.2038576604564,13.211457894086829,top_sequence_stratified;tc=multi;range_bin=4;azimuth_bin=4
d1a_000468,2019_04_30_mlms001,000565.mat,0000000565.csv,2019_04_30_mlms001__000565.mat,2019_04_30_mlms001__0000000565.csv,2,0;80,0:1;80:1,-5.11,2.58,10.99,21.78,11.288777613187355,22.371421501549698,-13.2038576604564,13.211457894086829,top_sequence_stratified;tc=multi;range_bin=4;azimuth_bin=4
d1a_000469,2019_04_30_mlms001,000567.mat,0000000567.csv,2019_04_30_mlms001__000567.mat,2019_04_30_mlms001__0000000567.csv,2,0;80,0:1;80:1,-5.11,2.58,10.99,21.78,11.288777613187355,22.371421501549698,-13.2038576604564,13.211457894086829,top_sequence_stratified;tc=multi;range_bin=4;azimuth_bin=4
d1a_000470,2019_04_30_mlms001,000568.mat,0000000568.csv,2019_04_30_mlms001__000568.mat,2019_04_30_mlms001__0000000568.csv,2,0;80,0:1;80:1,-5.11,2.58,10.99,21.78,11.288777613187355,22.371421501549698,-13.2038576604564,13.211457894086829,top_sequence_stratified;tc=multi;range_bin=4;azimuth_bin=4
d1a_000471,2019_04_30_mlms001,000572.mat,0000000572.csv,2019_04_30_mlms001__000572.mat,2019_04_30_mlms001__0000000572.csv,2,0;80,0:1;80:1,-5.3,2.48,10.58,21.07,10.866775050584236,21.726364168907782,-14.119392006750095,13.192214917030967,top_sequence_stratified;tc=multi;range_bin=3;azimuth_bin=4
d1a_000472,2019_04_30_mlms001,000573.mat,0000000573.csv,2019_04_30_mlms001__000573.mat,2019_04_30_mlms001__0000000573.csv,2,0;80,0:1;80:1,-5.3,2.48,10.58,21.07,10.866775050584236,21.726364168907782,-14.119392006750095,13.192214917030967,top_sequence_stratified;tc=multi;range_bin=3;azimuth_bin=4
d1a_000473,2019_04_30_mlms001,000577.mat,0000000577.csv,2019_04_30_mlms001__000577.mat,2019_04_30_mlms001__0000000577.csv,2,0;80,0:1;80:1,-4.77,2.48,10.58,20.33,10.866775050584236,20.88209280699614,-13.204385040250049,13.192214917030967,top_sequence_stratified;tc=multi;range_bin=3;azimuth_bin=4
d1a_000474,2019_04_30_mlms001,000582.mat,0000000582.csv,2019_04_30_mlms001__000582.mat,2019_04_30_mlms001__0000000582.csv,2,0;80,0:1;80:1,-4.77,2.43,10.37,20.33,10.650906064743975,20.88209280699614,-13.204385040250049,13.188155634743609,top_sequence_stratified;tc=multi;range_bin=3;azimuth_bin=4
d1a_000475,2019_04_30_mlms001,000587.mat,0000000587.csv,2019_04_30_mlms001__000587.mat,2019_04_30_mlms001__0000000587.csv,2,0;80,0:1;80:1,-4.89,2.43,10.37,19.42,10.650906064743975,20.026195345097385,-14.133390148865406,13.188155634743609,top_sequence_stratified;tc=multi;range_bin=3;azimuth_bin=4
d1a_000476,2019_04_30_mlms001,000590.mat,0000000590.csv,2019_04_30_mlms001__000590.mat,2019_04_30_mlms001__0000000590.csv,2,0;80,0:1;80:1,-4.89,2.38,10.16,19.42,10.435037134576953,20.026195345097385,-14.133390148865406,13.183928404220344,top_sequence_stratified;tc=multi;range_bin=3;azimuth_bin=4
d1a_000477,2019_04_30_mlms001,000591.mat,0000000591.csv,2019_04_30_mlms001__000591.mat,2019_04_30_mlms001__0000000591.csv,2,0;80,0:1;80:1,-4.78,2.38,10.16,19.01,10.435037134576953,19.601747371089143,-14.11422579723509,13.183928404220344,top_sequence_stratified;tc=multi;range_bin=3;azimuth_bin=4
d1a_000478,2019_04_30_mlms001,000593.mat,0000000593.csv,2019_04_30_mlms001__000593.mat,2019_04_30_mlms001__0000000593.csv,2,0;80,0:1;80:1,-4.78,2.38,10.16,19.01,10.435037134576953,19.601747371089143,-14.11422579723509,13.183928404220344,top_sequence_stratified;tc=multi;range_bin=3;azimuth_bin=4
d1a_000479,2019_04_30_mlms001,000596.mat,0000000596.csv,2019_04_30_mlms001__000596.mat,2019_04_30_mlms001__0000000596.csv,2,0;80,0:1;80:1,-4.78,2.38,10.16,19.01,10.435037134576953,19.601747371089143,-14.11422579723509,13.183928404220344,top_sequence_stratified;tc=multi;range_bin=3;azimuth_bin=4
d1a_000480,2019_04_30_mlms001,000608.mat,0000000608.csv,2019_04_30_mlms001__000608.mat,2019_04_30_mlms001__0000000608.csv,2,0;80,0:1;80:1,-5.34,2.29,9.75,17.53,10.015318267533988,18.325296723382134,-16.94181847671593,13.217589811981034,top_sequence_stratified;tc=multi;range_bin=2;azimuth_bin=3
d1a_000481,2019_04_30_mlms001,000612.mat,0000000612.csv,2019_04_30_mlms001__000612.mat,2019_04_30_mlms001__0000000612.csv,2,0;80,0:1;80:1,-6.13,2.08,9.58,17.04,9.803203558021226,18.109072311965623,-19.78577799918972,12.249874938374758,top_sequence_stratified;tc=multi;range_bin=2;azimuth_bin=3
d1a_000482,2019_04_30_mlms001,000619.mat,0000000619.csv,2019_04_30_mlms001__000619.mat,2019_04_30_mlms001__0000000619.csv,2,0;80,0:1;80:1,-6.13,1.89,9.4,17.04,9.588122861123548,18.109072311965623,-19.78577799918972,11.36852907816976,top_sequence_stratified;tc=multi;range_bin=2;azimuth_bin=3
d1a_000483,2019_04_30_mlms001,000627.mat,0000000627.csv,2019_04_30_mlms001__000627.mat,2019_04_30_mlms001__0000000627.csv,2,0;80,0:1;80:1,-6.04,1.89,9.4,15.94,9.588122861123548,17.04597313150528,-20.752747891968507,11.36852907816976,top_sequence_stratified;tc=multi;range_bin=2;azimuth_bin=2
d1a_000484,2019_04_30_mlms001,000628.mat,0000000628.csv,2019_04_30_mlms001__000628.mat,2019_04_30_mlms001__0000000628.csv,2,0;80,0:1;80:1,-6.04,1.89,9.4,15.94,9.588122861123548,17.04597313150528,-20.752747891968507,11.36852907816976,top_sequence_stratified;tc=multi;range_bin=2;azimuth_bin=2
d1a_000485,2019_04_30_mlms001,000629.mat,0000000629.csv,2019_04_30_mlms001__000629.mat,2019_04_30_mlms001__0000000629.csv,2,0;80,0:1;80:1,-6.04,1.89,9.4,15.94,9.588122861123548,17.04597313150528,-20.752747891968507,11.36852907816976,top_sequence_stratified;tc=multi;range_bin=2;azimuth_bin=2
d1a_000486,2019_04_30_mlms001,000630.mat,0000000630.csv,2019_04_30_mlms001__000630.mat,2019_04_30_mlms001__0000000630.csv,2,0;80,0:1;80:1,-6.04,1.25,9.29,15.94,9.373718579091223,17.04597313150528,-20.752747891968507,7.66330940915521,top_sequence_stratified;tc=multi;range_bin=2;azimuth_bin=1
d1a_000487,2019_04_30_mlms001,000631.mat,0000000631.csv,2019_04_30_mlms001__000631.mat,2019_04_30_mlms001__0000000631.csv,2,0;80,0:1;80:1,-6.04,1.25,9.29,15.94,9.373718579091223,17.04597313150528,-20.752747891968507,7.66330940915521,top_sequence_stratified;tc=multi;range_bin=2;azimuth_bin=1
d1a_000488,2019_04_30_mlms001,000632.mat,0000000632.csv,2019_04_30_mlms001__000632.mat,2019_04_30_mlms001__0000000632.csv,2,0;80,0:1;80:1,-6.04,1.25,9.29,15.94,9.373718579091223,17.04597313150528,-20.752747891968507,7.66330940915521,top_sequence_stratified;tc=multi;range_bin=2;azimuth_bin=1
d1a_000489,2019_04_30_mlms001,000635.mat,0000000635.csv,2019_04_30_mlms001__000635.mat,2019_04_30_mlms001__0000000635.csv,2,0;80,0:1;80:1,-6.33,1.25,9.29,15.13,9.373718579091223,16.400786566503452,-22.703170980275807,7.66330940915521,top_sequence_stratified;tc=multi;range_bin=1;azimuth_bin=1
d1a_000490,2019_04_30_mlms001,000636.mat,0000000636.csv,2019_04_30_mlms001__000636.mat,2019_04_30_mlms001__0000000636.csv,2,0;80,0:1;80:1,-6.33,1.25,9.29,15.13,9.373718579091223,16.400786566503452,-22.703170980275807,7.66330940915521,top_sequence_stratified;tc=multi;range_bin=1;azimuth_bin=1
d1a_000491,2019_04_30_mlms001,000638.mat,0000000638.csv,2019_04_30_mlms001__000638.mat,2019_04_30_mlms001__0000000638.csv,2,0;80,0:1;80:1,-6.33,1.23,9.08,15.13,9.162930753858179,16.400786566503452,-22.703170980275807,7.714474263097641,top_sequence_stratified;tc=multi;range_bin=1;azimuth_bin=1
d1a_000492,2019_04_30_mlms001,000643.mat,0000000643.csv,2019_04_30_mlms001__000643.mat,2019_04_30_mlms001__0000000643.csv,2,0;80,0:1;80:1,-6.08,1.23,9.08,14.55,9.162930753858179,15.769239043149799,-22.678558165060014,7.714474263097641,top_sequence_stratified;tc=multi;range_bin=1;azimuth_bin=1
d1a_000493,2019_04_30_mlms001,000645.mat,0000000645.csv,2019_04_30_mlms001__000645.mat,2019_04_30_mlms001__0000000645.csv,2,0;80,0:1;80:1,-6.08,1.23,9.08,14.55,9.162930753858179,15.769239043149799,-22.678558165060014,7.714474263097641,top_sequence_stratified;tc=multi;range_bin=1;azimuth_bin=1
d1a_000494,2019_04_30_mlms001,000646.mat,0000000646.csv,2019_04_30_mlms001__000646.mat,2019_04_30_mlms001__0000000646.csv,2,0;80,0:1;80:1,-6.08,1.23,9.08,14.55,9.162930753858179,15.769239043149799,-22.678558165060014,7.714474263097641,top_sequence_stratified;tc=multi;range_bin=1;azimuth_bin=1
d1a_000495,2019_04_30_mlms001,000649.mat,0000000649.csv,2019_04_30_mlms001__000649.mat,2019_04_30_mlms001__0000000649.csv,2,0;80,0:1;80:1,-6.16,1.23,9.08,14.05,9.162930753858179,15.341059285460052,-23.674287073870094,7.714474263097641,top_sequence_stratified;tc=multi;range_bin=1;azimuth_bin=1
d1a_000496,2019_04_30_mlms001,000651.mat,0000000651.csv,2019_04_30_mlms001__000651.mat,2019_04_30_mlms001__0000000651.csv,2,0;80,0:1;80:1,-6.16,0.89,8.69,14.05,8.735456484923956,15.341059285460052,-23.674287073870094,5.847648505406475,top_sequence_stratified;tc=multi;range_bin=1;azimuth_bin=1
d1a_000497,2019_04_30_mlms001,000652.mat,0000000652.csv,2019_04_30_mlms001__000652.mat,2019_04_30_mlms001__0000000652.csv,2,0;80,0:1;80:1,-6.16,0.89,8.69,14.05,8.735456484923956,15.341059285460052,-23.674287073870094,5.847648505406475,top_sequence_stratified;tc=multi;range_bin=1;azimuth_bin=1
d1a_000498,2019_04_30_mlms001,000654.mat,0000000654.csv,2019_04_30_mlms001__000654.mat,2019_04_30_mlms001__0000000654.csv,3,0;80,0:2;80:1,-7.33,0.89,8.69,22.71,8.735456484923956,23.86363341991324,-23.674287073870094,5.847648505406475,top_sequence_stratified;tc=multi;range_bin=3;azimuth_bin=1
d1a_000499,2019_04_30_mlms001,000655.mat,0000000655.csv,2019_04_30_mlms001__000655.mat,2019_04_30_mlms001__0000000655.csv,3,0;80,0:2;80:1,-6.89,0.89,8.69,22.62,8.735456484923956,23.646067326301853,-23.677767567103036,5.847648505406475,top_sequence_stratified;tc=multi;range_bin=3;azimuth_bin=1
d1a_000500,2019_04_30_mlms001,000656.mat,0000000656.csv,2019_04_30_mlms001__000656.mat,2019_04_30_mlms001__0000000656.csv,3,0;80,0:2;80:1,-6.89,0.89,8.69,22.62,8.735456484923956,23.646067326301853,-23.677767567103036,5.847648505406475,top_sequence_stratified;tc=multi;range_bin=3;azimuth_bin=1
d1a_000501,2019_04_30_mlms001,000657.mat,0000000657.csv,2019_04_30_mlms001__000657.mat,2019_04_30_mlms001__0000000657.csv,3,0;80,0:2;80:1,-6.89,0.89,8.69,22.62,8.735456484923956,23.646067326301853,-23.677767567103036,5.847648505406475,top_sequence_stratified;tc=multi;range_bin=3;azimuth_bin=1
d1a_000502,2019_04_30_mlms001,000658.mat,0000000658.csv,2019_04_30_mlms001__000658.mat,2019_04_30_mlms001__0000000658.csv,3,0;80,0:2;80:1,-6.89,0.89,8.69,22.62,8.735456484923956,23.646067326301853,-23.677767567103036,5.847648505406475,top_sequence_stratified;tc=multi;range_bin=3;azimuth_bin=1
d1a_000503,2019_04_30_mlms001,000659.mat,0000000659.csv,2019_04_30_mlms001__000659.mat,2019_04_30_mlms001__0000000659.csv,3,0;80,0:2;80:1,-7.13,0.89,8.69,22.1,8.735456484923956,23.221690291621755,-23.677767567103036,5.847648505406475,top_sequence_stratified;tc=multi;range_bin=3;azimuth_bin=1
d1a_000504,2019_04_30_mlms001,000660.mat,0000000660.csv,2019_04_30_mlms001__000660.mat,2019_04_30_mlms001__0000000660.csv,3,0;80,0:2;80:1,-7.13,0.89,8.69,22.1,8.735456484923956,23.221690291621755,-23.677767567103036,5.847648505406475,top_sequence_stratified;tc=multi;range_bin=3;azimuth_bin=1
d1a_000505,2019_04_30_mlms001,000661.mat,0000000661.csv,2019_04_30_mlms001__000661.mat,2019_04_30_mlms001__0000000661.csv,3,0;80,0:2;80:1,-7.13,0.87,8.48,22.1,8.52451171622164,23.221690291621755,-23.677767567103036,5.857728001332488,top_sequence_stratified;tc=multi;range_bin=3;azimuth_bin=1
d1a_000506,2019_04_30_mlms001,000662.mat,0000000662.csv,2019_04_30_mlms001__000662.mat,2019_04_30_mlms001__0000000662.csv,3,0;80,0:2;80:1,-7.43,0.87,8.48,21.78,8.52451171622164,23.012459668622995,-26.67271615435644,5.857728001332488,top_sequence_stratified;tc=multi;range_bin=3;azimuth_bin=0
d1a_000507,2019_04_30_mlms001,000665.mat,0000000665.csv,2019_04_30_mlms001__000665.mat,2019_04_30_mlms001__0000000665.csv,3,0;80,0:2;80:1,-7.43,0.87,8.48,21.78,8.52451171622164,23.012459668622995,-26.67271615435644,5.857728001332488,top_sequence_stratified;tc=multi;range_bin=3;azimuth_bin=0
d1a_000508,2019_04_30_mlms001,000666.mat,0000000666.csv,2019_04_30_mlms001__000666.mat,2019_04_30_mlms001__0000000666.csv,3,0;80,0:2;80:1,-7.72,0.87,8.48,21.45,8.52451171622164,22.79694935731533,-26.67271615435644,5.857728001332488,top_sequence_stratified;tc=multi;range_bin=3;azimuth_bin=0
d1a_000509,2019_04_30_mlms001,000667.mat,0000000667.csv,2019_04_30_mlms001__000667.mat,2019_04_30_mlms001__0000000667.csv,3,0;80,0:2;80:1,-7.72,0.46,8.3,21.45,8.312737214660405,22.79694935731533,-26.67271615435644,3.172183545838755,top_sequence_stratified;tc=multi;range_bin=3;azimuth_bin=0
d1a_000510,2019_04_30_mlms001,000669.mat,0000000669.csv,2019_04_30_mlms001__000669.mat,2019_04_30_mlms001__0000000669.csv,3,0;80,0:2;80:1,-7.57,0.46,8.3,21.05,8.312737214660405,22.369787661039613,-27.675654152385697,3.172183545838755,top_sequence_stratified;tc=multi;range_bin=3;azimuth_bin=0
d1a_000511,2019_04_30_mlms001,000671.mat,0000000671.csv,2019_04_30_mlms001__000671.mat,2019_04_30_mlms001__0000000671.csv,3,0;80,0:2;80:1,-7.57,0.46,8.3,21.05,8.312737214660405,22.369787661039613,-27.675654152385697,3.172183545838755,top_sequence_stratified;tc=multi;range_bin=3;azimuth_bin=0
d1a_000512,2019_04_30_mlms001,000673.mat,0000000673.csv,2019_04_30_mlms001__000673.mat,2019_04_30_mlms001__0000000673.csv,3,0;80,0:2;80:1,-7.43,0.46,8.3,20.65,8.312737214660405,21.946011027063665,-27.675654152385697,3.172183545838755,top_sequence_stratified;tc=multi;range_bin=3;azimuth_bin=0
d1a_000513,2019_04_30_mlms001,000674.mat,0000000674.csv,2019_04_30_mlms001__000674.mat,2019_04_30_mlms001__0000000674.csv,3,0;80,0:2;80:1,-7.43,0.46,8.3,20.65,8.312737214660405,21.946011027063665,-27.675654152385697,3.172183545838755,top_sequence_stratified;tc=multi;range_bin=3;azimuth_bin=0
d1a_000514,2019_04_30_mlms001,000675.mat,0000000675.csv,2019_04_30_mlms001__000675.mat,2019_04_30_mlms001__0000000675.csv,3,0;80,0:2;80:1,-7.43,0.46,8.3,20.65,8.312737214660405,21.946011027063665,-27.675654152385697,3.172183545838755,top_sequence_stratified;tc=multi;range_bin=3;azimuth_bin=0
d1a_000515,2019_04_30_mlms001,000676.mat,0000000676.csv,2019_04_30_mlms001__000676.mat,2019_04_30_mlms001__0000000676.csv,3,0;80,0:2;80:1,-7.21,0.46,8.3,20.05,8.312737214660405,21.30696130376174,-27.675654152385697,3.172183545838755,top_sequence_stratified;tc=multi;range_bin=2;azimuth_bin=0
d1a_000516,2019_04_30_mlms001,000679.mat,0000000679.csv,2019_04_30_mlms001__000679.mat,2019_04_30_mlms001__0000000679.csv,3,0;80,0:2;80:1,-7.21,0.32,8.09,20.05,8.096326327415417,21.30696130376174,-30.777804375948953,2.265154053020711,top_sequence_stratified;tc=multi;range_bin=2;azimuth_bin=0
d1a_000517,2019_04_30_mlms001,000680.mat,0000000680.csv,2019_04_30_mlms001__000680.mat,2019_04_30_mlms001__0000000680.csv,3,0;80,0:2;80:1,-7.07,0.32,8.09,19.65,8.096326327415417,20.883184623040613,-30.777804375948953,2.265154053020711,top_sequence_stratified;tc=multi;range_bin=2;azimuth_bin=0
d1a_000518,2019_04_30_mlms001,000682.mat,0000000682.csv,2019_04_30_mlms001__000682.mat,2019_04_30_mlms001__0000000682.csv,3,0;80,0:2;80:1,-7.07,0.32,8.09,19.65,8.096326327415417,20.883184623040613,-30.777804375948953,2.265154053020711,top_sequence_stratified;tc=multi;range_bin=2;azimuth_bin=0
d1a_000519,2019_04_30_mlms001,000687.mat,0000000687.csv,2019_04_30_mlms001__000687.mat,2019_04_30_mlms001__0000000687.csv,3,0;80,0:2;80:1,-6.6,0.19,7.88,19.36,7.882290276309291,20.45408516653825,-30.77922969981203,1.3812295934393881,top_sequence_stratified;tc=multi;range_bin=2;azimuth_bin=0
d1a_000520,2019_04_30_mlms001,000688.mat,0000000688.csv,2019_04_30_mlms001__000688.mat,2019_04_30_mlms001__0000000688.csv,3,0;80,0:2;80:1,-6.6,0.19,7.88,19.36,7.882290276309291,20.45408516653825,-30.77922969981203,1.3812295934393881,top_sequence_stratified;tc=multi;range_bin=2;azimuth_bin=0
d1a_000521,2019_04_30_mlms001,000690.mat,0000000690.csv,2019_04_30_mlms001__000690.mat,2019_04_30_mlms001__0000000690.csv,3,0;80,0:2;80:1,-6.6,0.19,7.88,19.36,7.882290276309291,20.45408516653825,-30.77922969981203,1.3812295934393881,top_sequence_stratified;tc=multi;range_bin=2;azimuth_bin=0
